コード,医療機関名,機関名称,郵便番号,都道府県,住所,緯度,経度,災害拠点病院,救命救急センター,被爆医療機関,DMAT指定医療機関,未,未入力,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
11011000200 ,亀田病院, , ,北海道,函館市昭和１丁目２３−１１,41.818087,140.744648,0,0,0,0,未,未入力,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
11011000400 ,森病院, , ,北海道,函館市桔梗町５５７,41.860194,140.754062,0,0,0,0,未,未入力,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
11011000500 ,富田病院, , ,北海道,函館市駒場町９−１８,41.785008,140.773648,0,0,0,0,未,未入力,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
11011000700 ,高橋病院, , ,北海道,函館市元町３２−１８,41.765509,140.71207,0,0,0,0,未,未入力,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
11011000800 ,函館五稜郭病院, , ,北海道,函館市五稜郭町３８−３,41.79234,140.755204,0,0,0,0,未,未入力,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
11011000900 ,函館おおむら整形外科病院, , ,北海道,函館市石川町１２５−１,41.832752,140.745842,0,0,0,0,未,未入力,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
11011001100 ,函館脳神経外科病院, , ,北海道,函館市神山１丁目４−１２,41.813227,140.763064,0,0,0,0,未,未入力,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
11011001400 ,亀田病院分院亀田北病院, , ,北海道,函館市石川町１９１−４,41.83628,140.74262,0,0,0,0,未,未入力,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
11011001600 ,函館新都市病院, , ,北海道,函館市石川町３３１−１,41.824944,140.738111,0,0,0,0,未,未入力,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
11011001700 ,国立病院機構函館病院, , ,北海道,函館市川原町１８−１６,41.788896,140.77362,0,0,0,0,未,未入力,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
11011002000 ,西堀病院, , ,北海道,函館市中道２丁目６−１１,41.806061,140.758092,0,0,0,0,未,未入力,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,, , , , , , ,0,0,0,0,0,0,, , ,0,,1
